i,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11
1552,488604,517404,779194,386861,293134,544562,915513,827457,609565,11801,28683,139896
1553,964057,421849,60454,749999,605022,964059,428018,332302,780710,860694,122731,79312
1554,1029433,1008582,899674,613451,839669,988775,31918,99543,344441,941220,196626,381959
1555,52793,504454,544667,57969,995376,198322,323110,181999,759890,669183,678540,554483
1556,634861,342936,332617,609426,744545,947699,303392,1004951,801304,79576,1043064,1047693
1557,230552,446261,189161,236513,293130,732500,1012567,1022356,649598,771548,948840,55154
1558,347282,287335,661988,240265,996583,217183,798049,790488,233360,129929,512673,552410
1559,850907,792342,52432,1030925,923064,1001980,656726,127018,983642,283668,887546,256078
1560,232146,30527,851524,406190,541878,58555,867011,483547,809164,1029676,596015,869761
1561,805383,938556,276997,644931,1037879,987874,606352,705967,748032,647195,389295,1016657
1562,739214,152458,300039,508567,296773,429249,292735,240525,1033547,920717,832320,497954
1563,529845,405967,767676,786137,913675,469037,453293,1015616,277127,35436,1015082,89122
1564,33139,313818,22653,539426,554040,576446,966153,1029138,806077,140440,748987,21329
1565,273651,275536,552808,481745,353660,337491,77348,899940,509417,873565,698467,74032
1566,295240,23480,1010306,949092,657846,474148,472486,810893,992610,244229,1046238,831964
1567,327941,195208,612498,77730,798663,735872,605683,847044,106355,702304,584911,430768
1568,263790,92501,782531,519350,330299,682401,66714,966280,273319,323314,66721,892460
1569,910683,46312,290203,362492,539358,131632,7259,777501,141798,956773,568452,123319
1570,819663,508709,717940,505377,604048,835963,427603,912703,277905,777245,869578,189892
1571,799052,218544,658464,860091,235766,851976,491477,91063,488248,475923,680566,518935
1572,473722,253700,613932,924494,563484,257271,589677,442953,113107,1015434,250024,81427
1573,213773,31585,785645,1042281,16407,658656,524790,323411,605594,913335,94072,780436
1574,260663,111668,867303,16973,565447,893407,951675,453832,485004,433952,776900,542706
1575,167700,1005217,447631,738658,777021,71054,89759,1040340,644338,681810,860876,990539
1576,805843,312834,376599,28860,707127,1030199,589947,1014530,886752,911652,93428,30681
1577,998787,1009927,217113,139366,244958,346149,446532,211939,786289,366173,697030,386984
1578,58991,685298,702966,204303,243786,811678,280502,841282,135453,807399,208057,555555
1579,736061,49693,212086,1040948,423387,255053,14014,433780,190074,616826,639150,1023102
1580,32572,525996,338411,3824,731517,196323,221182,821872,711542,531058,67171,966081
1581,990918,510620,55564,192821,614883,302623,580617,844071,453705,1003464,174903,54405
1582,899230,544104,78969,740358,849103,208160,186689,1003793,786644,858113,99703,434784
1583,644180,509689,643542,687521,768177,625176,502190,223816,984594,1011763,3419,262066
1584,294480,569263,154848,348232,1023798,207107,411835,168458,952727,198784,570567,278432
1585,460201,566931,707488,397579,438830,990718,346562,206183,127371,151447,647495,538426
1586,906625,459987,468179,91231,633390,469356,538478,945077,987117,493877,732669,354156
1587,384974,161018,383188,135708,620761,47928,551194,1041996,573202,1002206,983962,284248
1588,820331,500181,327332,11049,452284,759064,872698,743269,255279,371908,960074,888283
1589,581218,1008587,161478,800269,751864,337768,596129,683416,604205,187933,967465,517981
1590,731485,449552,404496,513218,564312,49479,1000060,678404,224418,223225,19771,227288
1591,391604,846179,696448,453987,492506,359325,500110,372751,219887,517781,354209,572083
1592,752823,1024263,498175,197789,625638,1007583,484117,884949,708246,370467,611761,123320
1593,605747,831134,33013,965199,857654,588094,58268,76323,359223,503907,853608,759321
1594,1005575,94750,443534,39295,866886,424326,452517,448671,877735,123851,175910,1036117
1595,328883,408195,684232,631661,595481,930656,311521,8139,265304,764756,736702,997899
1596,316868,682645,998011,951695,453762,138206,941156,1006518,924084,153471,1046232,53571
1597,450932,475808,701550,187956,993406,767014,962628,207937,96925,853734,249739,592343
1598,112526,226508,375662,626026,692106,903585,154519,520333,511402,778776,377252,391133
1599,904272,987455,179105,845892,149826,742277,612300,54115,1035234,658325,1017540,65492
1600,1021127,723398,684091,513389,587131,473433,825947,53356,688950,799679,839601,977879
1601,217962,666065,641322,527724,48231,367273,1030389,767753,573504,79210,205058,13377
1602,520992,936890,392584,140591,184665,202034,733100,45895,218991,254050,311390,351442
1603,26049,937724,500966,908533,417488,100872,823475,383690,879249,2477,765123,78523
1604,251505,420645,388507,646170,7929,627260,668505,1048239,441398,415218,134134,109165
1605,356512,116464,721562,305385,767729,823524,905930,707472,422446,591053,1028857,346741
1606,152343,147194,544148,719929,312589,676446,411478,438274,1023451,730963,205058,996526
1607,104237,994387,297391,79784,467295,221365,407234,539749,643610,938681,468028,211934
1608,1020413,855916,875613,781862,632118,176424,1031867,618313,679775,108357,1023140,150437
1609,398461,624045,581063,670518,109458,893424,472394,889095,246422,382281,643646,235828
1610,101449,593861,525878,652762,48761,776300,26428,256980,1020729,1005808,677996,746406
1611,746528,191434,148464,71597,381645,965776,412299,106551,927401,514357,270486,772719
1612,125038,195389,537729,198109,24433,291980,648041,872204,740279,233168,591895,686551
1613,989990,252065,248741,695677,1011817,911140,865731,391067,88101,980486,667735,174057
1614,138063,780073,552234,515420,497616,898900,524189,51942,938250,99650,631673,962419
1615,485018,253479,732905,347413,12622,419983,389096,901394,242522,407376,902950,292295
1616,259356,731333,458262,187655,823791,131542,455536,517925,109111,337500,745159,242601
1617,211769,942205,858878,240244,892206,427033,665667,996635,485453,720387,396596,496913
1618,849497,352445,120095,673226,439423,677255,582219,290500,151778,24364,821637,94633
1619,421556,33212,563083,777158,601590,7240,727673,91977,402711,886493,904073,626521
1620,490518,999663,410817,142611,137889,835761,702432,289212,54549,140057,702309,206425
1621,860038,412418,1003198,476781,810673,881647,894044,548026,747186,978895,873849,286947
1622,700235,993585,52044,361139,514772,364604,474789,1047082,828518,678805,261227,274396
1623,663128,780335,767018,585158,991692,77216,63195,677288,373581,669312,272211,802578
1624,182128,544402,537157,800385,966455,244586,787773,239669,1036460,329735,750528,459657
1625,939581,1033280,385416,1044343,25468,870906,500389,250254,878173,842463,162307,328326
1626,75792,566138,568922,800273,573721,909072,372754,375628,330365,45190,381286,847443
1627,144718,511829,389150,450756,286149,626418,412287,315987,978999,965952,116873,328630
1628,958326,594689,505874,459846,380969,7063,535408,815871,976019,839972,935125,436842
1629,877872,984138,338666,157876,1030489,653055,208195,630147,767955,160598,697412,716484
1630,320275,1027774,260276,986260,976224,4180,536812,227918,439913,867226,518743,237517
1631,1034185,132180,905748,306707,573772,316520,962662,426140,231352,22760,356800,252982
1632,344288,126376,854355,905603,266313,745249,879807,106093,904571,78767,760143,125896
1633,300798,962772,117549,721089,546722,285420,259093,868158,1042313,30101,85305,578417
1634,102043,55418,51160,539758,546748,280517,201608,258549,622575,536270,413800,921734
1635,31828,823885,138280,940961,713571,369794,457917,697618,1032637,277382,773329,909152
1636,1004398,788518,456532,346537,422742,572108,810951,423801,734866,111338,72968,561685
1637,883207,948448,1043741,677240,62620,686207,369494,856049,811409,735849,879651,175939
1638,539918,403902,964621,309035,577552,756777,947019,508692,533312,214241,643431,586782
1639,1020846,650119,921181,417409,751232,285925,241688,1002745,576870,678707,116218,482526
1640,589391,613346,430346,812724,817060,989543,44519,465876,117751,827496,1000765,144392
1641,665986,970912,580825,452502,320951,488684,474513,602594,146811,895664,309982,741986
1642,145563,10629,146310,145522,101642,689397,589733,460929,365595,134297,365360,355810
1643,272488,24003,934070,598879,590490,766793,642875,131404,982858,304502,859312,616387
1644,439310,85058,228330,855442,863269,972885,50262,562777,758107,828279,372943,386513
1645,1026465,42474,471317,348157,685296,775049,721517,24684,959012,504322,40413,83616
1646,458910,472900,130928,605581,133702,894563,515532,975237,585523,899194,218380,606693
1647,1014356,452600,65676,460768,533564,8544,178890,5998,427305,563102,872113,577128
1648,267578,699898,868295,345755,964973,737470,1041507,348366,198227,424492,248785,73500
1649,411061,860531,232849,475988,971221,750386,823752,133333,877863,867176,352565,429429
1650,992140,500571,669751,721407,609275,376823,177729,357068,327396,133601,959264,505434
1651,396513,873647,328304,718366,167925,803201,454984,489086,290322,951222,606342,63909
1652,193036,330713,320363,954646,112905,1018279,791484,953240,650068,854343,545213,80193
1653,925408,697237,775206,706096,1042679,463175,253048,246085,153857,580375,862214,296505
1654,373182,968005,861489,454202,54159,566296,214297,991967,434680,36161,614278,784014
1655,533879,135564,108741,311274,674086,706783,696902,115994,497395,773121,376519,58656
1656,1027016,579053,256600,818920,538958,369357,6271,724720,856771,373569,1042768,478217
1657,730094,757583,994345,43843,891392,173105,619177,92001,753345,915009,817093,139639
1658,997110,205976,164177,316513,408195,677724,731929,380392,524551,23291,754248,998182
1659,844523,120640,833028,614553,158321,704426,153976,403094,119130,847474,108172,392329
1660,499817,1029488,587863,343064,479577,132890,188287,392506,891008,391545,223025,370844
1661,587355,900387,902303,3142,284145,286248,304593,1042293,93491,554702,407175,887589
1662,886855,267531,82621,201049,503023,419865,481706,224062,997925,728723,957554,576679
1663,78984,627169,216353,390065,358999,156677,1035269,962160,609759,831605,162299,570256
1664,79197,1012322,546151,814487,380856,922486,443775,81735,787157,228866,302122,592536
1665,519707,151456,815178,760785,798029,341449,888720,182472,776561,1037453,182606,298184
1666,997522,36088,523024,839005,775465,78604,702239,600057,660524,498551,781025,965634
1667,822217,37068,398474,1040737,144791,993064,704766,359366,64949,832716,974139,368066
1668,282381,33490,532523,225493,275009,784187,924655,966822,198149,97782,373989,188511
1669,89427,705379,147851,386827,360972,164949,995953,501489,1035529,427962,587689,127152
1670,699059,86208,51326,902219,100308,198326,187307,889720,393211,826595,880369,296143
1671,278574,428365,453855,90612,140420,111669,235736,118474,303131,1029342,49945,1029632
1672,1019861,69905,89136,557851,29513,4067,87718,656200,493137,37012,78505,449930
1673,515741,641773,681478,701980,948014,385854,12141,541250,430292,893275,946321,172489
1674,459484,277155,488495,467652,550749,92803,964189,217660,554485,62118,776029,601691
1675,226041,59340,942572,1040682,735797,936296,314058,209144,531497,716100,323310,461315
1676,41000,753764,176511,894019,276058,336885,313048,414247,973250,887928,640087,329380
1677,810194,729322,913454,13388,824881,967387,815030,963487,723672,696667,516934,366338
1678,1031755,275548,327167,907820,623688,925090,42516,248449,428361,1044589,981552,56010
1679,306761,439450,891960,757407,334523,571222,243526,945274,126718,1039139,608360,563650
1680,194898,391127,122961,26923,232222,371425,838970,800933,915513,806255,239862,94730
1681,445581,698568,670081,970657,495258,483104,273558,837562,901285,695465,966778,643531
1682,127237,797376,815797,432609,760335,520972,283207,975840,171434,713575,365872,993177
1683,964729,601847,51501,252672,44772,1023715,568087,682693,235664,497155,999061,58949
1684,434457,1035568,180874,176538,459939,248213,303920,757861,1020037,348907,352952,660879
1685,101912,842003,642341,32751,377663,6095,769598,74870,229615,563950,865448,591130
1686,663004,25459,204531,689722,540071,249762,1017510,114681,796016,863499,1016379,7525
1687,857482,15225,686906,998745,772002,270887,486458,150821,764464,865011,838453,731564
1688,269801,676958,84844,904603,386456,856725,301848,1037962,956134,521286,921519,218121
1689,311202,165139,991898,612118,350134,24620,157647,691881,528254,913348,138080,24380
1690,808464,125728,772237,302285,634698,895903,409953,475377,352716,385165,616952,637803
1691,868177,298579,855010,828290,509908,230959,886439,216647,500635,692526,443662,255292
1692,448776,998833,531495,768036,217394,814953,405688,996998,483861,756094,316566,134571
1693,537258,559279,820840,261085,761614,545408,880814,248508,480074,467397,201768,150319
1694,303253,112117,264764,276924,895114,869980,957375,286338,205668,683484,869396,978611
1695,919159,555004,592440,678749,381936,168012,754530,729611,660588,524335,35885,857767
1696,871314,805232,426846,544763,393077,98593,279846,103391,585201,787708,586307,237465
1697,197864,603289,621251,857226,40666,531981,601021,734087,459154,216089,102543,603420
1698,990420,331498,367318,90079,44478,725102,319729,772533,804430,517198,677658,918628
1699,787952,1009337,295569,680051,293490,452546,922050,570724,591445,701192,711914,825443
1700,977886,625411,762731,102826,757302,20678,501879,769851,269802,218176,135728,638400
1701,767406,924028,172143,580899,754954,336929,851528,965598,759083,562597,971517,689042
1702,317240,1009313,155395,6319,582956,209743,538308,445362,492452,286164,580976,997324
1703,448881,342392,339347,996731,121709,524543,478695,277932,996583,527031,324801,302856
1704,113215,1006900,727700,788014,794093,174020,194050,951479,952502,737350,582354,955514
1705,18425,274846,52591,959405,730959,420828,514770,144742,52053,387606,11092,124454
1706,485416,416509,444191,111968,494004,529913,775997,828741,460652,936785,1007372,794324
1707,764222,726119,615525,1033377,265740,40655,958077,229026,373849,36859,772670,102929
1708,274830,846840,985457,13343,295807,269452,940680,1023421,300701,641614,943397,89306
1709,595922,983943,930549,724377,160295,391421,378822,787049,790225,538630,669418,193653
